Operation #,Agency Number,Operation/Caregiver Name,Address,City,State,Zip,County,Phone,Type,Status,Issue Date,Capacity,Email Address,Facility ID,Monitoring Frequency,Infant,Toddler,Preschool,School
"850683","","Kids R Kids 36","2660 W MAIN ST ","FRISCO","TX","75033","DENTON",972-712-7332,"Licensed Center - Child Care Program","Full Permit",1/10/2006,328,"cathy@krkwestfrisco.com","275385","","Y","Y","Y","Y"
"1664038","","Kids R Kids 54 TX","600 DEBBIE LN ","ARLINGTON","TX","76002","TARRANT",817-539-7665,"Licensed Center - Child Care Program","Full Permit",10/31/2017,309,"","1292383","","Y","Y","Y","Y"
"1220166","","Kids R Kids 64","5365 LEBANON RD ","FRISCO","TX","75034","DENTON",469-287-3185,"Licensed Center - Child Care Program","Full Permit",4/8/2011,328,"karen@krkwestfrisco.com","751248","","Y","Y","Y","Y"
"1707425","","Kids R Kids Beaumont West","6410 DELAWARE ST ","BEAUMONT","TX","77706","JEFFERSON",409-203-5095,"Licensed Center - Child Care Program","Full Permit",12/10/2020,225,"info@kidsrkidsbeaumontwest.com","1354797","","Y","Y","Y","Y"
"911770","","Kids R Kids Camino Learning Center 52","10002 CAMINO BANDERA ","SAN ANTONIO","TX","78254","BEXAR",210-523-1100,"Licensed Center - Child Care Program","Full Permit",4/21/2009,302,"directorcamino52@krksa.com","373585","","Y","Y","Y","Y"
"1689312","","Kids R Kids Child Care","920 N WARE RD ","MCALLEN","TX","78501","HIDALGO",956-683-1517,"Licensed Center - Child Care Program","Full Permit",11/1/2019,58,"kidsrkids@sbcglobal.net","1328377","","Y","Y","Y","Y"
"1701192","","Kids R Kids Greatwood","1250 CRABB RIVER RD ","RICHMOND","TX","77469","FORT BEND",281-343-5437,"Licensed Center - Child Care Program","Full Permit",7/2/2020,225,"Alex@kidsrkidsnewterritory.com","1345036","","Y","Y","Y","Y"
"1672707","","Kids R Kids Keller","4117 KELLER HICKS RD ","FORT WORTH","TX","76244","TARRANT",817-337-0010,"Licensed Center - Child Care Program","Full Permit",5/10/2018,344,"","1304349","","Y","Y","Y","Y"
"840071","","Kids R Kids Learning Academy","6020 N ELDRIDGE PKWY ","HOUSTON","TX","77041","HARRIS",713-466-3310,"Licensed Center - Child Care Program","Full Permit",8/10/2005,326,"info@kidsrkidswesthouston.com","252515","","Y","Y","Y","Y"
"1652777","","Kids R Kids Learning Academy of Franz RD","24007 FRANZ RD ","KATY","TX","77493","HARRIS",281-347-5444,"Licensed Center - Child Care Program","Full Permit",12/13/2017,323,"","1277385","","Y","Y","Y","Y"
"1679763","","Kids R Kids Learning Academy of Little Elm","120 NAVO RD ","LITTLE ELM","TX","75068","DENTON",469-466-9480,"Licensed Center - Child Care Program","Full Permit",3/19/2019,252,"info@kidsrkidslittleelm.com","1314094","","Y","Y","Y","Y"
"1692985","","Kids R Kids Learning Academy of West McKinney","9070 WESTRIDGE ","MCKINNEY","TX","75072","COLLIN",972-346-3000,"Licensed Center - Child Care Program","Full Permit",7/10/2019,340,"","1333585","","Y","Y","Y","Y"
"1676876","","Kids R Kids of Barker Cypress","10740 BARKER CYPRESS RD ","CYPRESS","TX","77433","HARRIS",281-304-6004,"Licensed Center - Child Care Program","Full Permit",1/15/2019,364,"","1310272","","Y","Y","Y","Y"
"1692490","","Kids R Kids of Lake Conroe","1200 HIGHLAND HOLLOW DRIVE ","CONROE","TX","77304","MONTGOMERY",936-703-5804,"Licensed Center - Child Care Program","Full Permit",2/13/2020,279,"info@kidsrkidslakeconroe.com","1332845","","Y","Y","Y","Y"
"1536168","","Kids R Kids of Lawler Farm in Frisco","7040 INDEPENDENCE PKWY ","FRISCO","TX","75035","COLLIN",469-888-4700,"Licensed Center - Child Care Program","Full Permit",9/26/2014,323,"info@kidsrkidspreschool.com","1139899","","Y","Y","Y","Y"
"1560569","","Kids R Kids of North Flower Mound","2501 JUSTIN RD ","FLOWER MOUND","TX","75028","DENTON",972-539-0400,"Licensed Center - Child Care Program","Full Permit",12/10/2015,320,"info@kidsrkidsflowermound.com","1172945","","Y","Y","Y","Y"
"1662995","","Kids R Kids of Prosper","130 N COIT RD ","PROSPER","TX","75078","COLLIN",469-296-1500,"Licensed Center - Child Care Program","Full Permit",3/21/2018,356,"","1290872","","Y","Y","Y","Y"
"1699461","","Kids R Kids of Rosenberg","502 FM 2977 RD ","RICHMOND","TX","77469","FORT BEND",281-454-3604,"Licensed Center - Child Care Program","Full Permit",4/29/2020,296,"","1342810","","Y","Y","Y","Y"
"1176126","","Kids R Kids Of Round Rock","1455 RED BUD LN ","ROUND ROCK","TX","78664","WILLIAMSON",512-248-2178,"Licensed Center - Child Care Program","Full Permit",2/21/2011,275,"info@kidsrkidsroundrock.com","698929","","Y","Y","Y","Y"
"963968","","Kids R Kids of West Allen","1223 N ALMA DR ","ALLEN","TX","75013","COLLIN",214-667-7777,"Licensed Center - Child Care Program","Full Permit",9/9/2009,300,"","440250","","Y","Y","Y","Y"
"557183","","Kids R Kids Quality Learning Center","21780 HARDY OAK BLVD ","SAN ANTONIO","TX","78258","BEXAR",210-496-1200,"Licensed Center - Child Care Program","Full Permit",10/18/2001,318,"regionaldirector@krksa.com","171771","","Y","Y","Y","Y"
"1182306","","Kids R Kids Richardson","3521 NORTHSTAR RD ","RICHARDSON","TX","75082","COLLIN",972-235-5437,"Licensed Center - Child Care Program","Full Permit",2/11/2011,175,"info@krkrichardson.com","706428","","Y","Y","Y","Y"
"830695","","Kids R Kids Schools of Quality Learning","1909 W BITTERS RD ","SAN ANTONIO","TX","78248","BEXAR",210-798-5300,"Licensed Center - Child Care Program","Full Permit",1/27/2004,306,"directorbitters@krksa.com","231802","","Y","Y","Y","Y"
"1673194","","Kids R Kids Woodlands Learning Academy","320 VALLEY WOOD DR ","SPRING","TX","77380","MONTGOMERY",281-362-9222,"Licensed Center - Child Care Program","Full Permit",9/14/2018,250,"","1305177","","Y","Y","Y","Y"
"1689309","","Kids R Kids- Haslet #72 TX","1345 AVONDALE HASLET RD ","HASLET","TX","76052","TARRANT",817-710-3111,"Licensed Center - Child Care Program","Full Permit",3/17/2020,391,"kidsrkidshaslet@gmail.com","1328374","","Y","Y","Y","Y"
"903628","","Kids R Love Center","1107 ROBERTS CUT OFF RD ","RIVER OAKS","TX","76114","TARRANT",817-626-8604,"Licensed Center - Child Care Program","Full Permit",9/3/2008,80,"","364880","","Y","Y","Y","Y"
"1536901","","KIDS R PEOPLE 2 DAY CARE CENTER","110 W INEZ ST ","BEEVILLE","TX","78102","BEE",361-354-5515,"Licensed Center - Child Care Program","Full Permit",11/26/2014,37,"","1141043","","Y","Y","Y","Y"
"1691926","","Kids R Us","896 RIDGEWOOD ST ","BROWNSVILLE","TX","78520","CAMERON",956-293-9222,"Licensed Center - Child Care Program","Full Permit",1/28/2020,25,"Kidsruschildcare1@gmail.com","1332050","","Y","Y","Y","Y"
"1342386","","Kids R Us Academy","9385 RICHMOND AVE ","HOUSTON","TX","77063","HARRIS",713-784-2379,"Licensed Center - Child Care Program","Full Permit",2/2/2012,65,"wwanicha@hotmail.com","902228","","Y","Y","Y","Y"
"1704438","","Kids R Us Daycare and Learning Center","4125 HARDEMAN ST ","FORT WORTH","TX","76119","TARRANT",817-536-0521,"Licensed Center - Child Care Program","Full Permit",5/27/2020,80,"","1350138","","Y","Y","Y","Y"
"1688201","","Kids R Us Learning Center","2601 W 8TH ST ","ODESSA","TX","79763","ECTOR",432-332-5399,"Licensed Center - Child Care Program","Full Permit",10/11/2019,60,"","1326607","","Y","Y","Y","Y"
"1617181","","Kids Rainbow Academy,  LLC","4959 OLD MANSFIELD RD ","FORT WORTH","TX","76119","TARRANT",817-531-2008,"Licensed Center - Child Care Program","Full Permit",3/2/2017,103,"kidsrainbowacademy@gmail.com","1234128","","Y","Y","Y","Y"
"1601438","","Kids Rock Learning Academy, LLC","2700 W EXPRESSWAY 83 ","MISSION","TX","78572","HIDALGO",956-584-7625,"Licensed Center - Child Care Program","Full Permit",5/12/2016,115,"mlsv95@gmail.com","1217141","","Y","Y","Y","Y"
"861001","","Kids Size World","2827 N ALEXANDER DR ","BAYTOWN","TX","77520","HARRIS",281-428-4930,"Licensed Center - Child Care Program","Full Permit",11/30/2006,60,"kuksool@yahoo.com","296168","","N","N","Y","Y"
"1673012","","Kids Space Learning Center","13900 BEECHNUT ST STE A","HOUSTON","TX","77083","HARRIS",281-575-9495,"Licensed Center - Child Care Program","Full Permit",11/16/2018,96,"","1304816","","Y","Y","Y","Y"
"1653616","","Kids Time Before and After School Program","5909 UNIVERSITY HILLS BLVD ","DALLAS","TX","75241","DALLAS",469-779-6445,"Licensed Center - School Age Program","Full Permit",1/11/2018,31,"","1278461","","N","N","Y","Y"
"1234026","","Kids Time Learning Center","804 W LOOP 374 ","PALMVIEW","TX","78572","HIDALGO",956-519-1010,"Licensed Center - Child Care Program","Full Permit",4/7/2011,34,"","767009","","Y","Y","Y","Y"
"532477","","Kids Town Academy","12222 BISSONNET ST ","HOUSTON","TX","77099","HARRIS",281-495-5008,"Licensed Center - Child Care Program","Full Permit",1/30/1998,85,"kidstown@sbcglobal.net","152522","","Y","Y","Y","Y"
"407734","","Kids Under Construction","319 KAUFMAN ST S ","MOUNT VERNON","TX","75457","FRANKLIN",903-537-4311,"Licensed Center - Child Care Program","Full Permit",2/10/1992,99,"kuc@fbcmv.com","120637","","Y","Y","Y","Y"
"830375","","Kids Under Construction","4008 COLLEGE AVE ","SNYDER","TX","79549","SCURRY",325-573-2097,"Licensed Center - Child Care Program","Full Permit",1/21/2004,57,"","231162","","Y","Y","Y","Y"
"1720223","","Kids Under Construction","549 MILLER LN ","VAN ALSTYNE","TX","75495","GRAYSON",972-816-3386,"Licensed Center - Child Care Program","Initial",5/11/2021,51,"annaumc@gmail.com","1375902","","N","Y","Y","Y"
"1692063","","Kids University","205 S MAIN ST STE 1601","RED OAK","TX","75154","ELLIS",469-552-6465,"Licensed Center - Child Care Program","Full Permit",7/22/2019,129,"","1332227","","Y","Y","Y","Y"
"1536032","","Kids University Learning Center","1100 ROBINHOOD ST STE 5","BROWNSVILLE","TX","78521","CAMERON",956-621-2895,"Licensed Center - Child Care Program","Full Permit",6/18/2015,29,"","1139685","","Y","Y","Y","Y"
"864151","","Kids University Learning Center","639 W WINTERGREEN RD ","LANCASTER","TX","75134","DALLAS",972-218-0808,"Licensed Center - Child Care Program","Full Permit",3/6/2007,182,"cvcdckids@yahoo.com","301970","","Y","Y","Y","Y"
"1541390","","Kids University Learning Center","4456 S MARSALIS AVE ","DALLAS","TX","75216","DALLAS",214-541-8227,"Licensed Center - Child Care Program","Full Permit",12/18/2014,34,"kids.university@aol.com","1147673","","Y","Y","Y","Y"
"1543740","","KIDS UNIVERSITY PREPARATORY LEARNING CENTER","2020 W WHEATLAND RD ","DALLAS","TX","75232","DALLAS",972-228-7256,"Licensed Center - Child Care Program","Full Permit",1/9/2015,133,"","1150995","","Y","Y","Y","Y"
"1686546","","Kids University@home","204 MENTOR DR ","ARLINGTON","TX","76002","TARRANT",682-323-4827,"Licensed Child-Care Home","Full Permit",9/20/2019,12,"info@mykidsu.com","1324508","","Y","Y","Y","Y"
"860537","","Kids Unlimited","620 W BROWN ST ","WYLIE","TX","75098","COLLIN",972-442-4407,"Licensed Center - Child Care Program","Full Permit",6/2/2006,300,"kidsunlimitedcc@ymail.com","295350","","Y","Y","Y","Y"
"177045","","Kids Unlimited","104 CACTUS DR ","LEVELLAND","TX","79336","HOCKLEY",806-894-4392,"Licensed Center - Child Care Program","Full Permit",2/20/1986,36,"","98799","","N","Y","Y","Y"
"1514765","","Kids Unlimited Daycare and Learning Center","12766 VETERANS MEMORIAL DR ","HOUSTON","TX","77014","HARRIS",281-580-5437,"Licensed Center - Child Care Program","Full Permit",6/14/2013,79,"","1111194","","Y","Y","Y","Y"
"411579","","Kids Unlimited Learning Center","513 RUSSELL BLVD ","NACOGDOCHES","TX","75965","NACOGDOCHES",936-569-8088,"Licensed Center - Child Care Program","Full Permit",4/8/1992,167,"kidsunlimited_preschool@live.com","123191","","Y","Y","Y","Y"
"1522201","","Kids USA Learning Center","6205 COIT RD STE 118","PLANO","TX","75024","COLLIN",972-596-5700,"Licensed Center - Child Care Program","Full Permit",2/13/2014,90,"kidsusaplano@gmail.com","1120398","","Y","Y","Y","Y"
"1645732","","Kids USA Montessori","2707 W 15TH ST ","PLANO","TX","75075","COLLIN",972-786-4869,"Licensed Center - Child Care Program","Full Permit",1/3/2018,98,"kidsusaplano2@gmail.com","1268374","","Y","Y","Y","Y"
"846166","","Kids View Zaragosa Center LLC","1777 N ZARAGOZA RD ","EL PASO","TX","79936","EL PASO",915-855-8911,"Licensed Center - Child Care Program","Full Permit",9/26/2005,183,"","265578","","Y","Y","Y","Y"
"1072386","","Kids Village Montessori Learning Center LLC","5401 N G ST ","MCALLEN","TX","78504","HIDALGO",956-686-8602,"Licensed Center - Child Care Program","Full Permit",6/8/2010,304,"","567510","","Y","Y","Y","Y"
"1231484","","Kids Will Be Kids Child Care Center-2","7003 ADDICKS CLODINE RD ","HOUSTON","TX","77083","HARRIS",281-561-8655,"Licensed Center - Child Care Program","Full Permit",6/30/2011,56,"tjwlaw777@yahoo.com","763915","","Y","Y","Y","Y"
"1029546","","Kids Workshop","2104 BAYPORT BLVD ","SEABROOK","TX","77586","HARRIS",281-229-0748,"Licensed Center - School Age Program","Full Permit",2/18/2010,60,"","517128","","N","N","N","Y"
"1668393","","Kids World","1710 BRIARHOLLOW DR ","ALLEN","TX","75002","COLLIN",214-563-0434,"Licensed Child-Care Home","Full Permit",3/11/2019,12,"mojgan_sanavi@yahoo.com","1298428","","Y","Y","Y","Y"
"1292666","","Kids World Childcare","195 MEADOW DR ","GLADEWATER","TX","75647","UPSHUR",903-734-5177,"Licensed Center - Child Care Program","Full Permit",8/30/2011,42,"lisaAllen720@yahoo.com","839588","","Y","Y","Y","Y"
"183817","","Kids World Day Care Center","7790 MAINLAND DR ","SAN ANTONIO","TX","78250","BEXAR",210-681-6671,"Licensed Center - Child Care Program","Full Permit",1/8/1998,125,"julie.grimm40@yahoo.com","99234","","Y","Y","Y","Y"
"819154","","Kids World Daycare and Learning  Center","1826 S WASHINGTON ST ","BEEVILLE","TX","78102","BEE",361-358-7623,"Licensed Center - Child Care Program","Full Permit",8/16/2002,93,"kidsworld4@yahoo.com","209657","","Y","Y","Y","Y"
"856666","","Kids World Learning Center","405 KAY ST ","KILGORE","TX","75662","GREGG",903-984-1400,"Licensed Center - Child Care Program","Full Permit",7/25/2006,94,"kidsworldlc@aol.com","287967","","Y","Y","Y","Y"
"842871","","Kids World Learning Center","19020 WINDSOR POINTE DR ","TOMBALL","TX","77375","HARRIS",281-357-5252,"Licensed Center - Child Care Program","Full Permit",2/22/2005,250,"info@kidsworldtomball.com","258512","","Y","Y","Y","Y"
"847180","","Kids World Learning Center","10083 FM 1097 RD W ","WILLIS","TX","77318","MONTGOMERY",936-856-3491,"Licensed Center - Child Care Program","Full Permit",9/8/2005,446,"kidsworld@suddenlinkmail.com","267818","","Y","Y","Y","Y"
"899070","","Kids Xpression Learning Center","3121 COMMERCE DR STE C","KILLEEN","TX","76543","BELL",254-526-0058,"Licensed Center - Child Care Program","Full Permit",2/3/2009,174,"kidsxpression@yahoo.com","359804","","Y","Y","Y","Y"
"1544963","","Kids Zone","581 S DICKINSON DR ","RUSK","TX","75785","CHEROKEE",903-683-9663,"Licensed Center - Child Care Program","Full Permit",2/6/2015,63,"rachel.holsome@yahoo.com","1152619","","Y","Y","Y","Y"
"1619081","","Kids Zone Academy of Learning","550 COUNTY ROAD 139 N ","JASPER","TX","75951","JASPER",409-384-9738,"Licensed Child-Care Home","Full Permit",6/30/2016,12,"","1236573","","Y","Y","Y","Y"
"536577","","Kids Zone Christian Day Care","111 1/2 DUNAFF ST ","SAN ANTONIO","TX","78219","BEXAR",210-333-7192,"Licensed Center - Child Care Program","Full Permit",12/4/1998,49,"williamsschertz@aol.com","155673","","Y","Y","Y","Y"
"1707238","","Kids Zone Inc","104 COPPER LN ","JARRELL","TX","76537","WILLIAMSON",512-746-2333,"Licensed Center - Child Care Program","Full Permit",7/13/2020,237,"","1354579","","Y","Y","Y","Y"
"1707472","","Kids Zone Learning Center","4802 MORELAND DR ","GEORGETOWN","TX","78633","WILLIAMSON",512-868-8300,"Licensed Center - Child Care Program","Full Permit",6/26/2020,107,"","1354867","","Y","Y","Y","Y"
"1661912","","Kids Zone Preschool & Youth Center, LLC","109 FLETCHER DR ","DEL RIO","TX","78840","VAL VERDE",830-768-3878,"Licensed Center - Child Care Program","Full Permit",3/15/2018,120,"kidszone123@wcc.net","1289293","","Y","Y","Y","Y"
"1707224","","Kids Zone West","105 WESTERN SKY TRL ","JARRELL","TX","76537","WILLIAMSON",512-598-3900,"Licensed Center - Child Care Program","Full Permit",7/30/2020,134,"","1354554","","Y","Y","Y","Y"
"1061626","","Kids' Kollege Learning Center","302 CONQUEST ","EDINBURG","TX","78539","HIDALGO",956-289-1600,"Licensed Center - Child Care Program","Full Permit",7/14/2010,90,"kidskollegelc24@yahoo.com","555249","","Y","Y","Y","Y"
"815420","","Kids' Paradise Day Care","2508 BUENA VISTA ST ","SAN ANTONIO","TX","78207","BEXAR",210-438-8835,"Licensed Center - Child Care Program","Full Permit",11/12/2002,60,"","202530","","Y","Y","Y","Y"
"1581122","","Kids' Quest Learning Academy, LLC","516 E FM 495 STE A","SAN JUAN","TX","78589","HIDALGO",956-283-5495,"Licensed Center - Child Care Program","Full Permit",3/3/2016,56,"","1194787","","Y","Y","Y","Y"
"1676039","","Kids-R-Delightful, LLC","6465 FOREST BLUFF ","LIVE OAK","TX","78233","BEXAR",210-946-5437,"Licensed Center - Child Care Program","Full Permit",11/14/2018,113,"kimdavison29@yahoo.com","1308959","","Y","Y","Y","Y"
"1532104","","Kids-R-Us","2131 VERMILLION OAK ST ","FRESNO","TX","77545","FORT BEND",832-335-3778,"Licensed Child-Care Home","Full Permit",6/18/2014,11,"","1133909","","Y","Y","Y","Y"
"1445407","","KidsEdge Preschool","25333 GOSLING RD ","SPRING","TX","77389","HARRIS",281-364-0415,"Licensed Center - Child Care Program","Full Permit",2/21/2013,180,"","1024209","","Y","Y","Y","Y"
"892451","","KidsPark","309 CURTIS MATHES WAY ","ARLINGTON","TX","76018","TARRANT",682-323-4766,"Licensed Center - Child Care Program","Full Permit",10/14/2008,85,"","349984","","N","Y","Y","Y"
"1721712","","KidsPark The Woodlands","24345 GOSLING RD STE 140","SPRING","TX","77389","HARRIS",346-298-0787,"Licensed Center - Child Care Program","Initial",6/10/2021,85,"","1378268","","N","Y","Y","Y"
"1719192","","Kidspring Bilingual Learning Center","7002 MENCHACA RD STE 200","AUSTIN","TX","78745","TRAVIS",737-203-8533,"Licensed Center - Child Care Program","Initial",3/29/2021,28,"","1374029","","Y","Y","Y","N"
"824913","","Kidsville Day Care","217 W CLEVELAND AVE ","HARLINGEN","TX","78550","CAMERON",956-440-1344,"Licensed Child-Care Home","Full Permit",1/15/2003,12,"","220223","","N","Y","Y","Y"
"1660172","","Kidsville Inc Grace Hardeman Elementary","6100 WHISPERING LN ","WATAUGA","TX","76148","TARRANT",817-479-8600,"Licensed Center - Before/After School Program","Full Permit",1/19/2018,50,"","1286737","","N","N","N","Y"
"1361788","","Kidsville Inc. Green Valley Elementary","7900 SMITHFIELD RD ","NORTH RICHLAND HILLS","TX","76182","TARRANT",817-479-8600,"Licensed Center - School Age Program","Full Permit",2/9/2012,50,"","924931","","N","N","N","Y"
"1547268","","Kidsville Inc. Northridge Elementary","7331 HOLIDAY LN ","NORTH RICHLAND HILLS","TX","76182","TARRANT",817-479-8600,"Licensed Center - School Age Program","Full Permit",12/23/2014,50,"","1155281","","N","N","N","Y"
"1015826","","Kidsville Inc. Smithfield Elementary","6724 SMITHFIELD RD ","NORTH RICHLAND HILLS","TX","76182","TARRANT",817-479-8600,"Licensed Center - School Age Program","Full Permit",1/29/2010,65,"","501348","","N","N","N","Y"
"1676402","","Kidventure After School @ St. Michael","1801 SAGE RD ","HOUSTON","TX","77056","HARRIS",713-960-8989,"Licensed Center - Before/After School Program","Full Permit",2/4/2019,170,"houston@kidventure.com","1309542","","N","N","Y","Y"
"1676389","","Kidventure After School @ St. Rose of Lima","3600 BRINKMAN ST ","HOUSTON","TX","77018","HARRIS",713-960-8989,"Licensed Center - Before/After School Program","Full Permit",2/11/2019,250,"houston@kidventure.com","1309524","","N","N","Y","Y"
"1523165","","KidVersity LLC","1502 E MOCKINGBIRD LN ","VICTORIA","TX","77904","VICTORIA",361-573-9800,"Licensed Center - Child Care Program","Full Permit",2/19/2014,62,"Jjcouncil@me.com","1121763","","Y","Y","Y","Y"
"1674641","","KidVersity LLC, DBA It's A Small World Nursery School","1001 MANOR DR ","VICTORIA","TX","77901","VICTORIA",361-576-2223,"Licensed Center - Child Care Program","Full Permit",5/11/2018,45,"smallworldnurseryschool@hotmail.com","1307150","","N","Y","Y","Y"
"1718657","","Kidville Dilley LLC","402 W LEONA ST ","DILLEY","TX","78017","FRIO",830-326-3107,"Licensed Center - Child Care Program","Initial",3/4/2021,36,"kidville.daycare12@yahoo.com","1373064","","Y","Y","Y","Y"
"1717703","","Kidville LLC","202 N CHERRY ST UNIT B","PEARSALL","TX","78061","FRIO",830-505-7359,"Licensed Center - Child Care Program","Initial",2/5/2021,31,"kidville.pearsall@yahoo.com","1371257","","Y","Y","Y","Y"
"1709977","","Kidz Are People Too Early Childhood Academy","107 W DANIELDALE RD ","DUNCANVILLE","TX","75137","DALLAS",972-670-2476,"Licensed Center - Child Care Program","Full Permit",2/11/2021,194,"kidzarepeopletoo@gmail.com","1359054","","Y","Y","Y","Y"
"1646993","","Kidz Are Us Learning Center","4424 BLUE RIDGE TRL ","SAN ANGELO","TX","76904","TOM GREEN",325-944-2900,"Licensed Center - Child Care Program","Full Permit",10/31/2017,93,"shannon_gould@hotmail.com","1269957","","Y","Y","Y","Y"
"1640066","","Kidz Camp Montessori","4505 HEDGCOXE RD ","PLANO","TX","75024","COLLIN",214-872-2824,"Licensed Center - Child Care Program","Full Permit",12/22/2017,131,"kidzcamp.mgmt@gmail.com","1262010","","Y","Y","Y","Y"
"1181027","","Kidz City Learning Center","7804 MID CITIES BLVD ","NORTH RICHLAND HILLS","TX","76180","TARRANT",817-428-1133,"Licensed Center - Child Care Program","Full Permit",12/9/2010,136,"terri@centerpointchurch.com","704808","","Y","Y","Y","Y"
"818572","","Kidz Come 1st  DC & Learning Center","10863 KIRKFAIR DR ","HOUSTON","TX","77089","HARRIS",281-464-3711,"Licensed Center - Child Care Program","Full Permit",12/5/2002,170,"kidz1st0912@sbcglobal.net","208512","","Y","Y","Y","Y"
"1678752","","Kidz Crusade Academy, LLC","2407 BROCK ST SUITE 18 AND 19","MISSION","TX","78572","HIDALGO",956-584-7474,"Licensed Center - Child Care Program","Full Permit",9/20/2018,119,"","1312745","","Y","Y","Y","Y"
"823527","","Kidz Depot Learning Academy","2420 N BORDER AVE ","TYLER","TX","75702","SMITH",903-593-5437,"Licensed Center - Child Care Program","Full Permit",5/30/2003,39,"sheffield9462@aol.com","217596","","Y","Y","Y","Y"
"1682904","","Kidz Depot Learning Academy #2","2227 OLD GLADEWATER HWY ","TYLER","TX","75702","SMITH",903-363-9697,"Licensed Center - Child Care Program","Full Permit",7/2/2019,34,"","1319115","","Y","Y","Y","Y"
"1676174","","Kidz Explorer Daycare and Learning Center, LLC","1610 S CAGE BLVD ","PHARR","TX","78577","HIDALGO",956-781-8775,"Licensed Center - Child Care Program","Full Permit",7/1/2019,64,"","1309181","","Y","Y","Y","Y"
"1629233","","Kidz Field Inc","2204 BRIGHTON LN ","PLANO","TX","75075","COLLIN",214-881-7790,"Licensed Child-Care Home","Full Permit",2/9/2017,12,"kidzfieldinc@yahoo.com","1249225","","Y","Y","Y","Y"
"1649832","","Kidz First Learning Academy","1600 ROCKY RIDGE RD ","ATHENS","TX","75751","HENDERSON",903-292-5132,"Licensed Center - Child Care Program","Full Permit",12/5/2017,115,"kidz@embarqmail.com","1273835","","Y","Y","Y","Y"
"1671424","","Kidz Imagination Learning Academy","2605 W MILE 5 RD STE 1-D","MISSION","TX","78574","HIDALGO",956-437-4606,"Licensed Center - Child Care Program","Full Permit",5/1/2019,34,"","1302743","","Y","Y","Y","Y"
"1512322","","Kidz K'nect Child Development Center","1340 CYPRESS STATION DR STE C","HOUSTON","TX","77090","HARRIS",281-781-8800,"Licensed Center - Child Care Program","Full Permit",10/28/2013,126,"","1108340","","Y","Y","Y","Y"
"1692180","","Kidz Kampus Learning Center","13630 BEAMER RD STE 118","HOUSTON","TX","77089","HARRIS",832-672-8706,"Licensed Center - Child Care Program","Full Permit",11/2/2019,86,"kidzkampuslc@gmail.com","1332356","","Y","Y","Y","Y"
"1664298","","Kidz Kare Academy","105 W PECAN ST ","MOUNT PLEASANT","TX","75455","TITUS",430-222-2200,"Licensed Center - Child Care Program","Full Permit",11/20/2017,65,"kidzkare2015@gmail.com","1292706","","Y","Y","Y","Y"
"1527897","","Kidz Kare Inc","6405 34TH ST ","LUBBOCK","TX","79407","LUBBOCK",806-796-1883,"Licensed Center - Child Care Program","Full Permit",6/30/2014,127,"kidzkareinc@yahoo.com","1128286","","Y","Y","Y","Y"
"1497158","","Kidz Kollege","7307 CHURCHILL GREEN DR ","DALLAS","TX","75228","DALLAS",214-660-4555,"Licensed Center - Child Care Program","Full Permit",3/22/2013,49,"paj_as_kidzkollege@yahoo.com","1090415","","Y","Y","Y","Y"
"1628543","","Kidz Korner Drop-In Child Care, LLC","21195B IH 35 STE 301","KYLE","TX","78640","HAYS",512-504-9831,"Licensed Center - Child Care Program","Full Permit",12/30/2016,34,"kidzkornertx@gmail.com","1248226","","Y","Y","Y","Y"
"1366646","","Kidz Korral Daycare Learning Center","4500A N GRANDVIEW AVE ","ODESSA","TX","79762","ECTOR",432-368-5435,"Licensed Center - Child Care Program","Full Permit",3/26/2012,102,"","930428","","N","Y","Y","Y"
"1701475","","Kidz Kove Early Learning","215 S MADISON ST ","MC GREGOR","TX","76657","MCLENNAN",254-840-7015,"Licensed Center - Child Care Program","Full Permit",1/15/2021,43,"heather81arnold@gmail.com","1345508","","Y","Y","Y","Y"
"1709327","","Kidz Lane Learning Center LLC","906 S KAUFMAN ST ","ENNIS","TX","75119","ELLIS",469-881-1811,"Licensed Center - Child Care Program","Full Permit",2/24/2021,98,"info@kidzlanelc.com","1357999","","Y","Y","Y","Y"
"1718695","","Kidz Learn and Play Daycare LLC","23 OLD PORT ISABEL RD STE 4,5,6","BROWNSVILLE","TX","78521","CAMERON",956-621-1026,"Licensed Center - Child Care Program","Initial",5/10/2021,28,"","1373143","","Y","Y","Y","Y"
"1713204","","Kidz Learning Academy","3433 MICHELLE RIDGE DR ","FORT WORTH","TX","76123","TARRANT",682-333-8766,"Licensed Child-Care Home","Full Permit",6/10/2021,12,"","1363973","","Y","Y","Y","Y"
"1718476","","Kidz N Heart","901 N POLK ST STE 365","DESOTO","TX","75115","DALLAS",469-438-5201,"Licensed Center - Child Care Program","Initial",3/29/2021,73,"","1372686","","N","Y","Y","Y"
"1697669","","Kidz Paradize","1315 1ST ST ","LA MARQUE","TX","77568","GALVESTON",409-392-4723,"Licensed Center - Child Care Program","Full Permit",10/2/2019,52,"kidzparadize1@yahoo.com","1339995","","Y","Y","Y","Y"
"1672254","","Kidz Prep Academy Inc","3351 CLARK BLVD STE 2308","LAREDO","TX","78043","WEBB",956-516-7292,"Licensed Center - Child Care Program","Full Permit",10/6/2018,60,"","1303877","","Y","Y","Y","Y"
